진료과,병원명,주소,평점,의사,온라인 예약 여부,의사 평점,리뷰수,병원링크,평점구간
치과,이해박는집치과의원,서울특별시 성북구 동소문로11길 5 1층 (동소문동4가),9.1,"['이지원', '주재동', '김영환']",False,"['9.1', '0.0', '0.0']",7,https://www.modoodoc.com/hospital/3064/%EC%9D%B4%ED%95%B4%EB%B0%95%EB%8A%94%EC%A7%91%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%994%EA%B0%80,"[9.0, 9.5)"
치과,연세바른치과의원,서울특별시 성북구 동소문로 97,9.0,"['차은아', '김현기', '강길수']",False,"['8.1', '9.2', '0.0']",23,https://www.modoodoc.com/hospital/4195/%EC%97%B0%EC%84%B8%EB%B0%94%EB%A5%B8%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%996%EA%B0%80,"[9.0, 9.5)"
치과,서울비케이치과의원,서울특별시 성북구 장위로 119 지상2층 (장위동),0.0,['김유진'],False,['0.0'],0,https://www.modoodoc.com/hospital/1646/%EC%84%9C%EC%9A%B8%EB%B0%95%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%9E%A5%EC%9C%84%EB%8F%99/?#HospitalHiraPriceSection,"[0.0, 0.5)"
치과,서울명인치과,"서울특별시 성북구 동소문로 116 (동선동1가,4층)",9.1,['이응주'],False,['9.1'],10,https://www.modoodoc.com/hospital/1583/%EC%84%9C%EC%9A%B8%EB%AA%85%EC%9D%B8%EC%B9%98%EA%B3%BC-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%8F%99%EC%84%A0%EB%8F%991%EA%B0%80,"[9.0, 9.5)"
치과,훈치과의원,서울 성북구 오패산로 20,9.3,['김일장'],False,['9.3'],7,https://www.modoodoc.com/hospital/3773/%ED%9B%88%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%ED%95%98%EC%9B%94%EA%B3%A1%EB%8F%99,"[9.0, 9.5)"
치과,뉴욕엔와이유치과의원,서울특별시 성북구 창경궁로 328 2층 (삼선동1가),8.7,['뉴욕엔와이유치과의원 원장'],False,['8.7'],19,https://www.modoodoc.com/hospital/755/%EB%89%B4%EC%9A%95%EC%97%94%EC%99%80%EC%9D%B4%EC%9C%A0%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%82%BC%EC%84%A0%EB%8F%991%EA%B0%80/?#HospitalHiraPriceSection,"[8.5, 9.0)"
치과,성지치과의원,서울 성북구 아리랑로 39,9.4,['성지치과의원 원장'],False,['9.4'],2,https://www.modoodoc.com/hospital/68450/%EC%84%B1%EC%A7%80%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%997%EA%B0%80,"[9.0, 9.5)"
치과,더편한치과의원,서울특별시 성북구 동소문로 92,9.0,['배진경'],False,['9.0'],47,https://www.modoodoc.com/hospital/3862/%EB%8D%94%ED%8E%B8%ED%95%9C%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%995%EA%B0%80,"[9.0, 9.5)"
치과,연세스타치과의원,"서울특별시 성북구 화랑로 76 1층 118호 (하월곡동, 코업스타클래스)",9.2,['연세스타치과의원 원장'],False,['9.2'],8,https://www.modoodoc.com/hospital/2379/%EC%97%B0%EC%84%B8%EC%8A%A4%ED%83%80%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%ED%95%98%EC%9B%94%EA%B3%A1%EB%8F%99,"[9.0, 9.5)"
치과,리안치과의원,서울 성북구 동소문로25길 58,10.0,['리안치과의원'],False,['10.0'],1,https://www.modoodoc.com/hospital/72867/%EB%A6%AC%EC%95%88%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%84%A0%EB%8F%995%EA%B0%80,
치과,조성식치과의원,서울 성북구 동소문로 11 세화빌딩,7.8,['조성식치과의원 원장'],False,['7.8'],3,https://www.modoodoc.com/hospital/67857/%EC%A1%B0%EC%84%B1%EC%8B%9D%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%991%EA%B0%80,"[7.5, 8.0)"
치과,바른부부치과의원,서울특별시 성북구 돌곶이로 57 2층 (석관동),0.0,['바른부부치과 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/1191/%EB%B0%94%EB%A5%B8%EB%B6%80%EB%B6%80%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%84%9D%EA%B4%80%EB%8F%99,"[0.0, 0.5)"
치과,예지인치과의원,서울특별시 성북구 동소문로 105 2층 (동선동4가),8.9,['한종한'],False,['8.9'],15,https://www.modoodoc.com/hospital/2602/%EC%98%88%EC%A7%80%EC%9D%B8%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%84%A0%EB%8F%994%EA%B0%80,"[8.5, 9.0)"
치과,서울바른소아치과의원,서울 성북구 동소문동2가 229 2층,0.0,['구현정'],False,['0.0'],0,https://www.modoodoc.com/hospital/69992/%EC%84%9C%EC%9A%B8%EB%B0%94%EB%A5%B8%EC%86%8C%EC%95%84%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%992%EA%B0%80,"[0.0, 0.5)"
치과,미소진치과의원,"서울특별시 성북구 보문로 157 (삼선동5가,신월빌딩 4층)",9.1,['유수경'],False,['9.1'],6,https://www.modoodoc.com/hospital/1120/%EB%AF%B8%EC%86%8C%EC%A7%84%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%82%BC%EC%84%A0%EB%8F%995%EA%B0%80/?#HospitalHiraPriceSection,"[9.0, 9.5)"
치과,차앤안치과의원,서울특별시 성북구 장위로 110,10.0,['차윤석'],False,['10.0'],1,https://www.modoodoc.com/hospital/4224/%EC%B0%A8%EC%95%A4%EC%95%88%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%9E%A5%EC%9C%84%EB%8F%99,
치과,유태영치과의원,"서울특별시 성북구 돌곶이로 36, (석관동)",0.0,['유태영치과의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/81356/%EC%9C%A0%ED%83%9C%EC%98%81%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%84%9D%EA%B4%80%EB%8F%99,"[0.0, 0.5)"
치과,닥터민치과의원,"서울특별시 성북구 개운사길 5 3층 (안암동5가, 세한빌딩)",9.1,['민경기'],False,['9.1'],51,https://www.modoodoc.com/hospital/800/%EB%8B%A5%ED%84%B0%EB%AF%BC%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%95%88%EC%95%94%EB%8F%995%EA%B0%80,"[9.0, 9.5)"
치과,서울시민의료소비자생활협동조합 서울시민치과의원,"서울특별시 성북구 화랑로42길 48, T M J 빌딩 5층 (석관동)",0.0,['서울시민의료소비자생활협동조합 서울시민치과의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/77765/%EC%84%9C%EC%9A%B8%EC%8B%9C%EB%AF%BC%EC%9D%98%EB%A3%8C%EC%86%8C%EB%B9%84%EC%9E%90%EC%83%9D%ED%99%9C%ED%98%91%EB%8F%99%EC%A1%B0%ED%95%A9-%EC%84%9C%EC%9A%B8%EC%8B%9C%EB%AF%BC%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%84%9D%EA%B4%80%EB%8F%99/?#HospitalHiraPriceSection,"[0.0, 0.5)"
치과,장위으뜸치과의원,"서울특별시 성북구 장월로 134, 3층 (장위동)",0.0,['장위으뜸치과의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/75954/%EC%9E%A5%EC%9C%84%EC%9C%BC%EB%9C%B8%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%9E%A5%EC%9C%84%EB%8F%99,"[0.0, 0.5)"
치과,자하연치과의원,서울특별시 성북구 보국문로 43 지상3층 (정릉동),8.6,['장성욱'],False,['8.6'],5,https://www.modoodoc.com/hospital/3129/%EC%9E%90%ED%95%98%EC%97%B0%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A0%95%EB%A6%89%EB%8F%99,"[8.5, 9.0)"
치과,서울에스치과의원,"서울 성북구 숭인로 509 2층(길음동, 래미안길음센터피스)",9.0,"['조성인', '전소영', '한선희']",False,"['9.3', '9.0', '8.2']",14,https://www.modoodoc.com/hospital/17208/%EC%84%9C%EC%9A%B8%EC%97%90%EC%8A%A4%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
치과,서울온치과의원,서울 성북구 월계로 172,9.1,"['김희창', '김초롱']",False,"['8.9', '9.8']",9,https://www.modoodoc.com/hospital/13500/%EC%84%9C%EC%9A%B8%EC%98%A8%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC/?#HospitalHiraPriceSection,"[9.0, 9.5)"
치과,미소천사치과의원,"서울특별시 성북구 월계로40길 7 304호 (장위동,센트럴상가)",8.6,['미소천사치과의원 원장'],False,['8.6'],13,https://www.modoodoc.com/hospital/1122/%EB%AF%B8%EC%86%8C%EC%B2%9C%EC%82%AC%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%9E%A5%EC%9C%84%EB%8F%99/?#HospitalHiraPriceSection,"[8.5, 9.0)"
치과,미치과의원,"서울 성북구 화랑로 87 유성빌딩 2~3층, 6층",8.1,"['김채섭', '남정훈', '한규돈']",False,"['7.7', '9.5', '0.0']",4,https://www.modoodoc.com/hospital/12947/%EB%AF%B8%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%ED%95%98%EC%9B%94%EA%B3%A1%EB%8F%99,"[8.0, 8.5)"
치과,서울이재석치과의원,서울특별시 성북구 길음로9길 50,8.4,['이재석'],False,['8.4'],2,https://www.modoodoc.com/hospital/3968/%EC%9D%B4%EC%9E%AC%EC%84%9D%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[8.0, 8.5)"
치과,이진형치과의원,서울특별시 성북구 동소문로 125 8층,7.9,['이진형'],False,['7.9'],4,https://www.modoodoc.com/hospital/3985/%EC%9D%B4%EC%A7%84%ED%98%95%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%84%A0%EB%8F%994%EA%B0%80,"[7.5, 8.0)"
치과,서울미래치과의원,서울특별시 성북구 아리랑로 3 2층 (동소문동6가),8.6,"['김진', '한승희']",False,"['9.1', '8.2']",9,https://www.modoodoc.com/hospital/1589/%EC%84%9C%EC%9A%B8%EB%AF%B8%EB%9E%98%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%996%EA%B0%80,"[8.5, 9.0)"
치과,보문치과의원,서울특별시 성북구 보문동4가 8,9.0,['보문치과의원 원장'],False,['9.0'],3,https://www.modoodoc.com/hospital/13433/%EB%B3%B4%EB%AC%B8%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
치과,에덴치과의원,서울특별시 성북구 삼양로 18 (길음동),0.0,['오창근'],False,['0.0'],0,https://www.modoodoc.com/hospital/2209/%EC%97%90%EB%8D%B4%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[0.0, 0.5)"
치과,사람인치과의원,서울 성북구 고려대로27길 4,9.2,['박남용'],False,['9.2'],33,https://www.modoodoc.com/hospital/1423/%EC%82%AC%EB%9E%8C%EC%9D%B8%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
치과,서울아르떼치과의원,서울 성북구 길음로 33 길음뉴타운8단지 상가 2층 서울아르떼치과의원,9.3,['오세민'],False,['9.3'],2,https://www.modoodoc.com/hospital/1690/%EC%84%9C%EC%9A%B8%EC%95%84%EB%A5%B4%EB%96%BC%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[9.0, 9.5)"
치과,박원배치과의원,"서울특별시 성북구 돌곶이로 75, 지상3층 301호 (석관동, 용호빌딩)",0.0,['박원배치과의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/76995/%EB%B0%95%EC%9B%90%EB%B0%B0%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%84%9D%EA%B4%80%EB%8F%99,"[0.0, 0.5)"
치과,송치과의원,서울 성북구 장월로1길 113,9.1,['송치과의원 원장'],False,['9.1'],2,https://www.modoodoc.com/hospital/13480/%EC%86%A1%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC/?#HospitalHiraPriceSection,"[9.0, 9.5)"
치과,장위이사랑치과의원,서울 성북구 장월로 138,9.3,['장위이사랑치과의원 원장'],False,['9.3'],2,https://www.modoodoc.com/hospital/13009/%EC%9E%A5%EC%9C%84%EC%9D%B4%EC%82%AC%EB%9E%91%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%9E%A5%EC%9C%84%EB%8F%99/?#HospitalHiraPriceSection,"[9.0, 9.5)"
치과,유씨캘리포니아치과의원,"서울특별시 성북구 길음로7길 6 제상가동 2층 202,203,204호 (길음동, 길음뉴타운)",8.2,['성권철'],False,['8.2'],9,https://www.modoodoc.com/hospital/2783/%EC%9C%A0%EC%94%A8%EC%BA%98%EB%A6%AC%ED%8F%AC%EB%8B%88%EC%95%84%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[8.0, 8.5)"
치과,서울S플러스치과의원,서울 성북구 아리랑로 3 기업은행,8.9,"['전성우', '최은정']",False,"['8.8', '10.0']",20,https://www.modoodoc.com/hospital/1522/%EC%84%9C%EC%9A%B8s%ED%94%8C%EB%9F%AC%EC%8A%A4%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%996%EA%B0%80,"[8.5, 9.0)"
치과,성북우리아이들병원,서울특별시 성북구 동소문로46길 10 (하월곡동),8.7,"['이진철', '김민상', '유병근']",False,"['10.0', '8.9', '9.8']",40,https://www.modoodoc.com/hospital/4374/%EC%84%B1%EB%B6%81%EC%9A%B0%EB%A6%AC%EC%95%84%EC%9D%B4%EB%93%A4%EB%B3%91%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
치과,유디치과의원 성신여대점,서울특별시 성북구 아리랑로 9 지상8층 (동소문동6가),8.4,['유디치과의원 성신여대점 원장'],False,['8.4'],16,https://www.modoodoc.com/hospital/2772/%EC%9C%A0%EB%94%94%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%B1%EC%8B%A0%EC%97%AC%EB%8C%80%EC%A0%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
치과,연세푸른치과의원,"서울특별시 성북구 종암로 103, 5층 (종암동)",0.0,['연세푸른치과의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/78472/%EC%97%B0%EC%84%B8%ED%91%B8%EB%A5%B8%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%A2%85%EC%95%94%EB%8F%99,"[0.0, 0.5)"
치과,율치과교정과치과의원,서울 성북구 동소문로 120 301호 율치과교정과치과의원,8.7,['이광민'],False,['8.7'],10,https://www.modoodoc.com/hospital/2835/%EC%9C%A8%EC%B9%98%EA%B3%BC%EA%B5%90%EC%A0%95%EA%B3%BC%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%84%A0%EB%8F%991%EA%B0%80,"[8.5, 9.0)"
치과,뉴서울치과의원,서울특별시 성북구 동소문로 3 2층 (동소문동1가),0.0,['조완석'],False,['0.0'],0,https://www.modoodoc.com/hospital/747/%EB%89%B4%EC%84%9C%EC%9A%B8%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%991%EA%B0%80/?#HospitalHiraPriceSection,"[0.0, 0.5)"
치과,서울좋은치과의원,서울특별시 성북구 정릉로 376,8.8,['김영태'],False,['8.8'],22,https://www.modoodoc.com/hospital/3810/%EC%84%9C%EC%9A%B8%EC%A2%8B%EC%9D%80%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%8F%88%EC%95%94%EB%8F%99/?#HospitalHiraPriceSection,"[8.5, 9.0)"
치과,지동욱치과의원,서울 성북구 보문로 115,9.6,['지동욱치과의원 원장'],False,['9.6'],5,https://www.modoodoc.com/hospital/13256/%EC%A7%80%EB%8F%99%EC%9A%B1%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.5, 10.0)"
치과,한양치과의원,서울 성북구 종암로 120 금강빌딩,9.5,['한양치과의원 원장'],False,['9.5'],4,https://www.modoodoc.com/hospital/67849/%ED%95%9C%EC%96%91%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%A2%85%EC%95%94%EB%8F%99,"[9.5, 10.0)"
치과,더꼼꼼한치과의원,서울 성북구 동소문로 10,9.4,['더꼼꼼한치과의원 원장'],False,['9.4'],31,https://www.modoodoc.com/hospital/13249/%EB%8D%94%EA%BC%BC%EA%BC%BC%ED%95%9C%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
치과,달라스치과의원,서울특별시 성북구 보국문로 45 지상2층 (정릉동),10.0,['양형승'],False,['10.0'],1,https://www.modoodoc.com/hospital/811/%EB%8B%AC%EB%9D%BC%EC%8A%A4%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A0%95%EB%A6%89%EB%8F%99,
치과,연세프라임치과의원,서울 성북구 성북로2길 4 청미빌딩,0.0,['연세프라임치과의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/72143/%EC%97%B0%EC%84%B8%ED%94%84%EB%9D%BC%EC%9E%84%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%991%EA%B0%80/?#HospitalHiraPriceSection,"[0.0, 0.5)"
치과,정릉치과의원,서울특별시 성북구 정릉로 251,9.5,['사우경'],False,['9.5'],3,https://www.modoodoc.com/hospital/4034/%EC%A0%95%EB%A6%89%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A0%95%EB%A6%89%EB%8F%99,"[9.5, 10.0)"
치과,서울휴치과의원,서울특별시 성북구 보국문로 164 2층 (정릉동),9.1,['방승현'],False,['9.1'],6,https://www.modoodoc.com/hospital/1873/%EC%84%9C%EC%9A%B8%ED%9C%B4%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A0%95%EB%A6%89%EB%8F%99,"[9.0, 9.5)"
치과,이은영치과의원,"서울특별시 성북구 아리랑로 117 (정릉동, 형제빌딩)",9.1,['이은영'],False,['9.1'],4,https://www.modoodoc.com/hospital/4207/%EC%9D%B4%EC%9D%80%EC%98%81%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%A0%95%EB%A6%89%EB%8F%99,"[9.0, 9.5)"
치과,서울필치과의원,서울특별시 성북구 성북로4길 52,8.5,['이병헌'],False,['8.5'],6,https://www.modoodoc.com/hospital/4231/%EC%84%9C%EC%9A%B8%ED%95%84%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%8F%88%EC%95%94%EB%8F%99,"[8.5, 9.0)"
치과,수치과의원,서울 성북구 삼양로 66,6.5,['강수봉'],False,['6.5'],3,https://www.modoodoc.com/hospital/2012/%EC%88%98%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[6.5, 7.0)"
치과,임충남치과의원,서울특별시 성북구 안암로 77,9.3,['임충남'],False,['9.3'],10,https://www.modoodoc.com/hospital/3936/%EC%9E%84%EC%B6%A9%EB%82%A8%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%95%88%EC%95%94%EB%8F%995%EA%B0%80,"[9.0, 9.5)"
치과,서울에이스치과의원,서울특별시 성북구 성북로 71 (성북동),9.2,['안건모'],False,['9.2'],5,https://www.modoodoc.com/hospital/1710/%EC%84%9C%EC%9A%B8%EC%97%90%EC%9D%B4%EC%8A%A4%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%84%B1%EB%B6%81%EB%8F%99,"[9.0, 9.5)"
치과,길음연세치과의원,"서울특별시 성북구 길음로7길 6 217호 (길음동, 정릉길음뉴타운9단지 연도형상가))",9.1,['서영로'],False,['9.1'],4,https://www.modoodoc.com/hospital/553/%EA%B8%B8%EC%9D%8C%EC%97%B0%EC%84%B8%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[9.0, 9.5)"
치과,가산베스트치과의원,"서울특별시 금천구 가산디지털1로 219 214호 (가산동, 벽산디지털밸리6차)",8.0,['가산베스트치과의원'],False,['8.0'],1,https://www.modoodoc.com/hospital/2398/%EC%97%B0%EC%84%B8%EC%98%88%EB%8B%B4%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%82%BC%EC%84%A0%EB%8F%995%EA%B0%80,"[8.0, 8.5)"
치과,뉴연세치과의원,서울특별시 성북구 동소문로 12,9.1,"['류현주', '류성용', '김선욱']",False,"['9.4', '7.3', '0.0']",16,https://www.modoodoc.com/hospital/3860/%EB%89%B4%EC%97%B0%EC%84%B8%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%992%EA%B0%80,"[9.0, 9.5)"
치과,임인학치과의원,서울 성북구 동소문로34길 24,0.0,['임인학치과의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/70645/%EC%9E%84%EC%9D%B8%ED%95%99%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%88%EC%95%94%EB%8F%99,"[0.0, 0.5)"
치과,김두현치과의원,서울특별시 성북구 오패산로 57 (하월곡동),9.3,['김두현'],False,['9.3'],5,https://www.modoodoc.com/hospital/577/%EA%B9%80%EB%91%90%ED%98%84%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%ED%95%98%EC%9B%94%EA%B3%A1%EB%8F%99,"[9.0, 9.5)"
치과,황치과의원,서울 성북구 보국문로길 11,7.8,['황선재'],False,['7.8'],3,https://www.modoodoc.com/hospital/3761/%ED%99%A9%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[7.5, 8.0)"
